"outlet_name","political_leaning","link","domain","domain_stripped","source","factuality","bias","qr_check"
"Boy Genius Report","Left-Center","https://bgr.com/","bgr.com","bgr","MBFC","high","Left-Center Bias","reliable"
"Brampton Guardian","Left-Center","https://www.bramptonguardian.com","www.bramptonguardian.com","bramptonguardian","MBFC","high","Left-Center Bias","reliable"
"Bulletin of Atomic Scientists","Left-Center","https://thebulletin.org/","thebulletin.org","thebulletin","MBFC","high","Left-Center Bias","reliable"
"CBS Boston – WBZ-TV","Left-Center","https://boston.cbslocal.com/","boston.cbslocal.com","cbslocal","MBFC","high","Left-Center Bias","reliable"
"CBS News","Left-Center","https://www.cbsnews.com","www.cbsnews.com","cbsnews","MBFC","high","Left-Center Bias","reliable"
"Carnegie Endowment for International Peace","Left-Center","https://carnegieendowment.org/","carnegieendowment.org","carnegieendowment","MBFC","high","Left-Center Bias","reliable"
"Catch News","Left-Center","http://www.catchnews.com","www.catchnews.com","catchnews","MBFC","mostly factual","Left-Center Bias","reliable"
"Censor.NET","Left-Center","https://censor.net/","censor.net","censor","MBFC","mostly factual","Left-Center Bias","reliable"
"Center for Advanced Defense studies","Left-Center","https://c4ads.org/","c4ads.org","c4ads","MBFC","high","Left-Center Bias","reliable"
"Center for Public Integrity","Left-Center","https://www.publicintegrity.org/","www.publicintegrity.org","publicintegrity","MBFC","high","Left-Center Bias","reliable"
"Center for a New American Security","Left-Center","https://www.cnas.org/","www.cnas.org","cnas","MBFC","high","Left-Center Bias","reliable"
"Central News Agency (CNA) / Focus Taiwan","Left-Center","http://focustaiwan.tw/","focustaiwan.tw","focustaiwan","MBFC","high","Left-Center Bias","reliable"
"Channel 4 News (UK)","Left-Center","https://www.channel4.com/news/","www.channel4.com","channel4","MBFC","high","Left-Center Bias","reliable"
"Charleston Gazette Mail","Left-Center","https://www.wvgazettemail.com/","www.wvgazettemail.com","wvgazettemail","MBFC","high","Left-Center Bias","reliable"
"Chicago Sun-Times","Left-Center","https://chicago.suntimes.com/","chicago.suntimes.com","suntimes","MBFC","high","Left-Center Bias","reliable"
"China Africa Project","Left-Center","https://chinaafricaproject.com/","chinaafricaproject.com","chinaafricaproject","MBFC","high","Left-Center Bias","reliable"
"City Pages","Left-Center","http://www.citypages.com/","www.citypages.com","citypages","MBFC","high","Left-Center Bias","reliable"
"CityLab","Left-Center","https://www.citylab.com/","www.citylab.com","citylab","MBFC","high","Left-Center Bias","reliable"
"Clarion Ledger","Left-Center","https://www.clarionledger.com/","www.clarionledger.com","clarionledger","MBFC","high","Left-Center Bias","reliable"
"Columbia Journalism Review","Left-Center","https://www.cjr.org/","www.cjr.org","cjr","MBFC","high","Left-Center Bias","reliable"
"CommonWealth fund","Left-Center","https://www.commonwealthfund.org/","www.commonwealthfund.org","commonwealthfund","MBFC","high","Left-Center Bias","reliable"
"Connecticut Post","Left-Center","https://www.ctpost.com","www.ctpost.com","ctpost","MBFC","high","Left-Center Bias","reliable"
"Corpus Christi Caller-Times","Left-Center","https://www.caller.com","www.caller.com","caller","MBFC","high","Left-Center Bias","reliable"
"CrossCut.com","Left-Center","https://crosscut.com/","crosscut.com","crosscut","MBFC","high","Left-Center Bias","reliable"
"DCist","Left-Center","https://dcist.com/","dcist.com","dcist","MBFC","high","Left-Center Bias","reliable"
"DW News","Left-Center","http://www.dw.com/en/top-stories/s-9097","www.dw.com","dw","MBFC","high","Left-Center Bias","reliable"
"Daily Hampshire Gazette","Left-Center","https://www.gazettenet.com","www.gazettenet.com","gazettenet","MBFC","high","Left-Center Bias","reliable"
"Debunking Denialism","Left-Center","https://debunkingdenialism.com","debunkingdenialism.com","debunkingdenialism","MBFC","high","Left-Center Bias","reliable"
"Delaware Online – The News Journal","Left-Center","http://www.delawareonline.com/","www.delawareonline.com","delawareonline","MBFC","high","Left-Center Bias","reliable"
"Delo","Left-Center","https://www.delo.si/","www.delo.si","delo","MBFC","mostly factual","Left-Center Bias","reliable"
"Denver Westworld","Left-Center","https://www.westword.com/","www.westword.com","westword","MBFC","high","Left-Center Bias","reliable"
"Diply","Left-Center","https://diply.com/","diply.com","diply","MBFC","mixed","Left-Center Bias","reliable"
"ESPN","Left-Center","https://www.espn.com/","www.espn.com","espn","MBFC","high","Left-Center Bias","reliable"
"El Diario NY","Left-Center","https://eldiariony.com/","eldiariony.com","eldiariony","MBFC","high","Left-Center Bias","reliable"
"Emerging Europe","Left-Center","https://emerging-europe.com/","emerging-europe.com","emerging-europe","MBFC","mostly factual","Left-Center Bias","reliable"
"Entertainment Weekly","Left-Center","https://ew.com","ew.com","ew","MBFC","high","Left-Center Bias","reliable"
"Eugene Register-Guard","Left-Center","https://www.registerguard.com/","www.registerguard.com","registerguard","MBFC","high","Left-Center Bias","reliable"
"EurActiv","Left-Center","https://www.euractiv.com/","www.euractiv.com","euractiv","MBFC","high","Left-Center Bias","reliable"
"Fairness and Accuracy in Reporting","Left-Center","http://fair.org/","fair.org","fair","MBFC","high","Left-Center Bias","reliable"
"FivethirtyEight","Left-Center","https://fivethirtyeight.com/","fivethirtyeight.com","fivethirtyeight","MBFC","high","Left-Center Bias","reliable"
"France Info","Left-Center","https://www.francetvinfo.fr/","www.francetvinfo.fr","francetvinfo","MBFC","high","Left-Center Bias","reliable"
"Global Real News","Left-Center","https://globalrealnews.com","globalrealnews.com","globalrealnews","MBFC","mixed","Left-Center Bias","reliable"
"Gothamist","Left-Center","https://gothamist.com/","gothamist.com","gothamist","MBFC","high","Left-Center Bias","reliable"
"Government Accountability Project","Left-Center","https://whistleblower.org/","whistleblower.org","whistleblower","MBFC","high","Left-Center Bias","reliable"
"Greensboro News and Record","Left-Center","https://www.greensboro.com/","www.greensboro.com","greensboro","MBFC","high","Left-Center Bias","reliable"
"Heavy","Left-Center","https://heavy.com","heavy.com","heavy","MBFC","high","Left-Center Bias","reliable"
"Helsingin Sanomat","Left-Center","https://www.hs.fi/","www.hs.fi","hs","MBFC","high","Left-Center Bias","reliable"
"Honolulu Civil Beat","Left-Center","https://www.civilbeat.org","www.civilbeat.org","civilbeat","MBFC","high","Left-Center Bias","reliable"
"Idaho Press-Tribune","Left-Center","https://www.idahopress.com/","www.idahopress.com","idahopress","MBFC","high","Left-Center Bias","reliable"
"If America Knew","Left-Center","http://ifamericaknew.org/","ifamericaknew.org","ifamericaknew","MBFC","high","Left-Center Bias","reliable"
"InfoBae","Left-Center","https://www.infobae.com/","www.infobae.com","infobae","MBFC","high","Left-Center Bias","reliable"
"Insider","Left-Center","https://www.insider.com/","www.insider.com","insider","MBFC","high","Left-Center Bias","reliable"
"Institute for Middle East Understanding","Left-Center","https://imeu.org","imeu.org","imeu","MBFC","high","Left-Center Bias","reliable"
"Interpreter Magazine","Left-Center","http://www.interpretermag.com/","www.interpretermag.com","interpretermag","MBFC","high","Left-Center Bias","reliable"
"Ipolitics","Left-Center","https://ipolitics.ca/","ipolitics.ca","ipolitics","MBFC","high","Left-Center Bias","reliable"
"Joint Center for Polititical and Economic Studies","Left-Center","https://jointcenter.org/","jointcenter.org","jointcenter","MBFC","high","Left-Center Bias","reliable"
"Journal Politics and Society","Left-Center","http://www.helvidius.org/","www.helvidius.org","helvidius","MBFC","very high","Left-Center Bias","reliable"
"Jstor Daily","Left-Center","http://daily.jstor.org/","daily.jstor.org","jstor","MBFC","high","Left-Center Bias","reliable"
"KOCO News 5","Left-Center","http://www.koco.com/","www.koco.com","koco","MBFC","high","Left-Center Bias","reliable"
"KQED","Left-Center","https://www.kqed.org/","www.kqed.org","kqed","MBFC","high","Left-Center Bias","reliable"
"Kenosha News","Left-Center","https://www.kenoshanews.com/","www.kenoshanews.com","kenoshanews","MBFC","high","Left-Center Bias","reliable"
"Kyiv","Left-Center","https://www.kyivpost.com/","www.kyivpost.com","kyivpost","MBFC","mixed","Left-Center Bias","reliable"
"LA Times","Left-Center","https://www.latimes.com/","www.latimes.com","latimes","MBFC","high","Left-Center Bias","reliable"
"La Repubblica","Left-Center","https://www.repubblica.it/","www.repubblica.it","repubblica","MBFC","high","Left-Center Bias","reliable"
"La Stampa","Left-Center","https://www.lastampa.it/","www.lastampa.it","lastampa","MBFC","high","Left-Center Bias","reliable"
"Laconia Daily Sun","Left-Center","https://www.laconiadailysun.com/","www.laconiadailysun.com","laconiadailysun","MBFC","high","Left-Center Bias","reliable"
"Las Vegas Sun","Left-Center","https://lasvegassun.com","lasvegassun.com","lasvegassun","MBFC","high","Left-Center Bias","reliable"
"Law & Crime","Left-Center","https://lawandcrime.com/","lawandcrime.com","lawandcrime","MBFC","high","Left-Center Bias","reliable"
"Leavenworth Times","Left-Center","https://www.leavenworthtimes.com/","www.leavenworthtimes.com","leavenworthtimes","MBFC","high","Left-Center Bias","reliable"
"Live Leak","Left-Center","https://www.liveleak.com/","www.liveleak.com","liveleak","MBFC","mixed","Questionable","questionable"
"Los Angeles Magazine","Left-Center","https://www.lamag.com/","www.lamag.com","lamag","MBFC","high","Left-Center Bias","reliable"
"MIC","Left-Center","https://mic.com/","mic.com","mic","MBFC","mixed","Left-Center Bias","reliable"
"MSN.com","Left-Center","https://www.msn.com/","www.msn.com","msn","MBFC","high","Left-Center Bias","reliable"
"MWC News – Media With Conscience","Left-Center","http://mwcnews.net/","mwcnews.net","mwcnews","MBFC","high","Left-Center Bias","reliable"
"Maclean’s Magazine","Left-Center","https://www.macleans.ca","www.macleans.ca","macleans","MBFC","high","Left-Center Bias","reliable"
"Mainichi Shimbun","Left-Center","https://mainichi.jp","mainichi.jp","mainichi","MBFC","high","Left-Center Bias","reliable"
"Manila Bulletin","Left-Center","https://mb.com.ph","mb.com.ph","mb","MBFC","mixed","Left-Center Bias","reliable"
"McClatchy DC","Left-Center","http://www.mcclatchydc.com/","www.mcclatchydc.com","mcclatchydc","MBFC","high","Left-Center Bias","reliable"
"MediaFile","Left-Center","http://www.mediafiledc.com","www.mediafiledc.com","mediafiledc","MBFC","high","Left-Center Bias","reliable"
"Metro UK","Left-Center","http://metro.co.uk/","metro.co.uk","metro","MBFC","mixed","Left-Center Bias","reliable"
"Miami Herald","Left-Center","https://www.miamiherald.com","www.miamiherald.com","miamiherald","MBFC","high","Left-Center Bias","reliable"
"Milwaukee Journal-Sentinal","Left-Center","https://www.jsonline.com/","www.jsonline.com","jsonline","MBFC","high","Left-Center Bias","reliable"
"Minneapolis Star-Tribune","Left-Center","http://www.startribune.com/","www.startribune.com","startribune","MBFC","high","Left-Center Bias","reliable"
"NBCNewYork.com","Left-Center","https://www.nbcnewyork.com","www.nbcnewyork.com","nbcnewyork","MBFC","high","Left-Center Bias","reliable"
"National Center for Transgender Equality","Left-Center","https://transequality.org","transequality.org","transequality","MBFC","high","Left-Center Bias","reliable"
"National Newswatch","Left-Center","http://www.nationalnewswatch.com/","www.nationalnewswatch.com","nationalnewswatch","MBFC","high","Left-Center Bias","reliable"
"National Observer","Left-Center","https://www.nationalobserver.com/","www.nationalobserver.com","nationalobserver","MBFC","high","Left-Center Bias","reliable"
"National Youth Right Association","Left-Center","http://www.youthrights.org/","www.youthrights.org","youthrights","MBFC","high","Left-Center Bias","reliable"
"New Castle News","Left-Center","https://www.ncnewsonline.com/","www.ncnewsonline.com","ncnewsonline","MBFC","high","Left-Center Bias","reliable"
"New Haven Register","Left-Center","https://www.nhregister.com/","www.nhregister.com","nhregister","MBFC","high","Left-Center Bias","reliable"
"News1130 & City News","Left-Center","https://www.citynews1130.com/","www.citynews1130.com","citynews1130","MBFC","high","Left-Center Bias","reliable"
"NewsCenterMaine.com","Left-Center","https://www.newscentermaine.com/","www.newscentermaine.com","newscentermaine","MBFC","high","Left-Center Bias","reliable"
"OCWeekly","Left-Center","http://www.ocweekly.com/","www.ocweekly.com","ocweekly","MBFC","high","Left-Center Bias","reliable"
"Occupy Independents","Left-Center","https://occupyindependents.com/","occupyindependents.com","occupyindependents","MBFC","mixed","Left-Center Bias","reliable"
"Oil and Water Don’t Mix","Left-Center","http://www.oilandwaterdontmix.org/","www.oilandwaterdontmix.org","oilandwaterdontmix","MBFC","high","Left-Center Bias","reliable"
"Outside The Beltway","Left-Center","http://www.outsidethebeltway.com/","www.outsidethebeltway.com","outsidethebeltway","MBFC","high","Left-Center Bias","reliable"
"Public Radio International (PRI)","Left-Center","https://www.pri.org/","www.pri.org","pri","MBFC","very high","Left-Center Bias","reliable"
"Palm Beach Daily News","Left-Center","https://www.palmbeachdailynews.com/","www.palmbeachdailynews.com","palmbeachdailynews","MBFC","high","Left-Center Bias","reliable"
"Philadelphia Tribune","Left-Center","https://www.phillytrib.com/","www.phillytrib.com","phillytrib","MBFC","high","Left-Center Bias","reliable"
"Philly Voice","Left-Center","https://www.phillyvoice.com/","www.phillyvoice.com","phillyvoice","MBFC","high","Left-Center Bias","reliable"
"Phoenix News Times","Left-Center","http://www.phoenixnewtimes.com/","www.phoenixnewtimes.com","phoenixnewtimes","MBFC","high","Left-Center Bias","reliable"
"Polygon","Left-Center","https://www.polygon.com/","www.polygon.com","polygon","MBFC","high","Left-Center Bias","reliable"
"Private Eye","Left-Center","https://www.private-eye.co.uk/","www.private-eye.co.uk","private-eye","MBFC","mixed","Left-Center Bias","reliable"
"Project on Government Oversight","Left-Center","https://www.pogo.org/","www.pogo.org","pogo","MBFC","high","Left-Center Bias","reliable"
